emp_id,sector,soc_code,theoretical_exposure_pct,augmentation_potential_pct,realized_coverage_idx,is_remote_eligible,skill_transferability_score,org_ai_maturity_stage,task_codifiability_score,education_mismatch_idx,displacement_occurred
13587,Construction,47-3019.00,6.58,0.0,0.0995,False,0.7933,3,0.0694,0.7505,False
13588,Sales,41-9022.00,21.96,35.94,0.156,False,0.0831,1,0.744,0.4676,False
13589,Office Support,13-2099.00,53.63,21.06,0.5442,True,0.9049,1,0.5776,0.522,False
13590,Technology/Computer,25-1193.00,19.14,50.78,0.2105,True,0.8316,3,1.0,0.9782,True
13591,Production,51-4032.00,2.23,12.97,0.0,False,1.0,2,0.6786,0.1313,False
13592,Education,25-1069.00,5.15,20.7,0.0202,False,0.3982,1,0.0818,0.2209,False
13593,Office Support,29-1223.00,76.49,30.34,0.6492,True,0.3763,2,0.653,0.2077,True
13594,Office Support,49-9052.00,72.54,26.35,0.9152,True,0.5252,1,0.7779,0.7411,True
13595,Office Support,19-4021.00,67.82,22.03,0.5238,True,0.4225,3,0.7444,0.1055,True
13596,Office Support,49-3011.00,56.95,13.91,0.3537,True,0.4342,1,0.8819,0.4345,True
13597,Office Support,21-2099.00,64.48,24.69,0.715,False,0.441,1,0.688,0.8389,False
13598,Office Support,47-2081.00,54.86,19.1,0.5118,True,0.6446,2,0.4997,0.0325,True
13599,Arts & Design,17-1021.00,22.63,35.79,0.257,False,0.6119,1,0.6737,0.5834,True
13600,Office Support,53-1041.00,81.65,17.39,0.8563,True,0.6495,2,0.642,0.1277,True
13601,Office Support,51-9195.04,85.27,34.08,0.8952,True,0.0947,2,0.3589,0.674,True
13602,Office Support,47-4091.00,65.77,4.43,0.602,True,0.8167,2,0.5955,0.445,False
13603,Office Support,51-8013.04,76.35,19.43,0.8592,True,0.7602,1,0.7271,0.9522,True
13604,Office Support,53-6031.00,78.66,26.49,0.7772,False,0.3697,3,0.6895,0.3239,True
13605,Office Support,19-3091.00,91.74,29.0,0.9421,False,0.405,2,0.8523,0.1868,False
13606,Office Support,51-3011.00,74.38,19.62,0.6358,True,0.3981,3,0.5684,1.0,True
13607,Office Support,21-1092.00,100.0,17.22,1.0,False,0.6077,5,0.7121,0.0,False
13608,Production,51-9051.00,18.48,5.32,0.1273,False,0.5515,5,0.4905,0.5,False
13609,Sales,41-1011.00,13.51,29.94,0.2408,False,0.4384,3,0.652,0.7107,False
13610,Office Support,51-9141.00,80.11,17.89,0.9201,True,0.4023,3,0.8159,0.4456,True
13611,Office Support,29-1029.00,77.23,31.33,0.7237,False,1.0,2,0.8243,0.4133,False
13612,Office Support,47-4031.00,69.33,31.77,0.9175,True,0.7538,2,0.6455,1.0,True
13613,Management,27-2012.03,5.76,7.28,0.0,False,0.4572,4,0.7705,1.0,False
13614,Office Support,49-3043.00,78.15,13.62,0.7449,True,0.55,1,0.6944,0.1596,True
13615,Office Support,47-2041.00,77.02,20.4,0.8053,True,0.659,2,0.5834,0.5519,True
13616,Education,25-2021.00,25.8,25.56,0.2155,False,0.27,1,0.5575,0.712,False
13617,Office Support,15-1299.02,83.36,22.65,0.9161,False,0.3076,3,0.7489,0.1677,True
13618,Production,51-6031.00,15.27,15.01,0.1443,False,0.853,3,0.6181,0.0088,False
13619,Technology/Computer,43-3031.00,25.6,58.48,0.1474,True,0.5922,1,0.528,0.8578,False
13620,Education,25-1122.00,0.0,25.64,0.0,True,0.0257,3,0.5648,0.5247,False
13621,Protective Service,33-3051.00,0.0,16.88,0.0,False,0.8777,2,1.0,0.5536,False
13622,Office Support,47-5071.00,78.89,18.5,0.7397,True,0.668,2,0.687,0.677,True
13623,Technology/Computer,29-1122.01,35.16,46.47,0.4041,True,0.5809,4,0.8286,0.2092,False
13624,Architecture & Engineering,53-4011.00,8.67,37.51,0.0289,True,0.8061,2,0.6467,0.5271,False
13625,Office Support,49-9011.00,58.16,23.26,0.6037,True,0.2705,4,0.7806,1.0,False
13626,Office Support,31-9099.02,76.77,28.99,0.7534,True,0.2638,5,0.8346,1.0,True
13627,Sales,41-9099.00,17.72,38.28,0.0681,False,0.4925,1,0.0942,0.2746,False
13628,Education,25-1126.00,18.41,33.91,0.2538,False,0.446,2,0.746,0.6946,False
13629,Technology/Computer,51-9161.00,17.87,50.09,0.2089,True,0.465,2,0.6279,0.209,False
13630,Office Support,37-2012.00,59.42,26.99,0.6098,True,0.4493,2,0.4072,0.8137,True
13631,Technology/Computer,13-1199.05,36.33,51.69,0.2368,True,0.4535,2,0.8312,0.9723,True
13632,Food Service,51-3099.00,13.23,2.36,0.2117,False,0.5067,1,0.2199,0.2299,False
13633,Office Support,17-3024.00,55.37,20.17,0.6358,True,0.3968,2,0.8794,0.731,True
13634,Office Support,33-3031.00,84.13,21.55,0.9978,True,0.9348,4,0.7269,1.0,False
13635,Arts & Design,39-1014.00,19.2,32.48,0.3004,True,0.3097,1,0.1028,0.4531,True
13636,Management,11-3051.00,9.62,28.79,0.1774,False,0.434,2,1.0,0.7665,False
13637,Office Support,53-5021.00,73.41,27.92,0.6807,True,0.5096,3,0.7756,1.0,True
13638,Management,11-9199.01,9.16,15.16,0.1969,False,0.5522,2,0.8465,0.7385,False
13639,Management,11-3131.00,0.0,30.66,0.0,False,0.4872,4,0.881,0.9371,False
13640,Management,11-9199.10,24.08,30.27,0.0675,True,0.5227,3,0.7271,1.0,True
13641,Office Support,43-3021.00,74.17,14.15,0.8211,True,0.3698,3,0.5693,0.2744,True
13642,Healthcare Practitioners,21-1091.00,17.03,19.23,0.0563,False,0.6491,1,0.8009,0.3416,False
13643,Office Support,43-5021.00,76.79,13.05,0.8005,True,0.144,3,0.3967,0.3519,True
13644,Sales,13-1022.00,30.47,36.94,0.5204,False,0.6289,3,0.58,0.313,False
13645,Sales,43-5011.00,6.27,34.1,0.0,False,0.438,3,0.6404,0.5465,False
13646,Office Support,55-3011.00,65.08,13.63,0.7867,True,0.4713,2,0.7207,0.1168,True
13647,Management,47-1011.03,7.23,26.07,0.0669,False,0.5275,2,0.8808,0.9498,False
13648,Technology/Computer,29-1229.02,20.57,58.23,0.3219,True,0.7034,3,0.8901,0.2907,False
13649,Office Support,55-3015.00,84.41,15.7,0.7743,False,0.875,3,0.7954,0.2904,False
13650,Production,43-9051.00,2.57,10.02,0.0,False,0.924,1,0.5657,0.5369,False
13651,Office Support,29-1224.00,84.67,25.05,0.908,True,0.2522,2,0.9285,0.2016,True
13652,Office Support,43-4131.00,72.12,36.21,0.847,True,0.4255,1,0.7552,0.518,False
13653,Production,53-7072.00,16.42,14.71,0.1426,False,0.1118,1,0.7205,0.0,False
13654,Office Support,13-2082.00,63.04,24.17,0.6236,True,0.5642,1,0.7364,0.7436,True
13655,Sales,41-9022.00,18.16,32.86,0.1319,False,0.4158,1,0.8048,0.5502,False
13656,Management,27-2012.04,0.0,28.67,0.0,True,0.6318,2,0.6722,0.2108,False
13657,Management,11-9121.00,7.21,24.98,0.2787,False,0.6166,3,0.9712,0.6286,False
13658,Office Support,19-2011.00,82.73,12.18,0.8784,False,0.4402,2,0.719,0.1997,True
13659,Technology/Computer,27-4032.00,41.39,53.9,0.5322,True,0.6351,2,0.5486,0.249,True
13660,Production,47-5022.00,26.26,19.38,0.2287,False,0.4613,1,0.9362,0.1336,False
13661,Office Support,29-1128.00,86.53,23.74,1.0,False,0.5242,3,0.7811,0.0225,True
13662,Technology/Computer,13-1199.05,49.88,57.77,0.6327,True,0.7179,1,0.7319,0.5693,False
13663,Architecture & Engineering,17-3026.01,0.0,39.94,0.1096,False,0.5627,1,0.7465,0.5767,False
13664,Healthcare Practitioners,31-9094.00,14.81,26.82,0.2919,False,0.4903,3,0.5461,0.4942,False
13665,Education,25-1043.00,4.73,14.76,0.0479,True,0.9985,1,0.5926,0.8658,False
13666,Office Support,29-2051.00,73.07,14.99,0.7814,True,0.2399,1,0.9073,0.4709,True
13667,Technology/Computer,29-1229.04,12.85,59.21,0.0732,True,0.9498,1,0.8311,0.9382,False
13668,Life/Physical Science,19-1012.00,0.0,41.35,0.0653,True,0.5877,3,0.7433,0.6347,False
13669,Office Support,29-2034.00,60.57,11.54,0.5725,True,0.4055,1,0.8909,0.2068,True
13670,Office Support,29-1211.00,82.89,16.28,0.9394,True,0.5904,3,0.6351,0.5819,True
13671,Management,11-9179.00,18.29,22.21,0.1855,True,0.6881,1,0.2018,0.2946,True
13672,Healthcare Practitioners,29-1129.01,11.04,31.03,0.0512,False,0.5375,1,0.8839,1.0,False
13673,Office Support,39-3093.00,60.48,16.51,0.4363,False,0.7445,3,0.4272,0.5316,False
13674,Office Support,53-2022.00,72.98,30.35,0.6914,True,0.3669,4,0.9695,0.8124,True
13675,Management,27-2012.00,0.0,32.09,0.0989,True,0.5209,3,0.6569,0.8536,False
13676,Life/Physical Science,19-3099.00,29.89,27.66,0.4757,False,0.2423,4,0.2821,0.1709,False
13677,Technology/Computer,21-1094.00,13.19,52.37,0.1073,False,0.734,4,0.9111,0.4423,False
13678,Office Support,17-3029.08,66.49,23.3,0.69,True,0.6616,2,0.7404,0.2495,True
13679,Technology/Computer,15-1243.01,7.43,42.08,0.0,True,0.8008,1,0.8082,0.6526,False
13680,Education,25-1054.00,29.48,34.55,0.0502,False,0.4029,3,0.8123,0.3864,False
13681,Office Support,49-3023.00,86.48,25.75,0.8801,True,0.7295,3,0.7304,0.0359,False
13682,Legal,23-2011.00,57.6,53.3,0.5217,False,0.5415,1,0.5494,0.6425,True
13683,Production,51-4072.00,17.68,16.58,0.0883,False,0.3468,2,0.729,0.733,False
13684,Office Support,19-1041.00,65.81,18.53,0.3843,True,0.1382,5,0.9199,0.8943,True
13685,Technology/Computer,41-3031.00,26.04,65.11,0.2405,True,0.6099,2,0.7447,0.7212,True
13686,Office Support,53-7062.00,86.67,13.67,0.9919,True,0.4603,1,0.7191,0.5879,True
13687,Architecture & Engineering,17-3029.00,3.0,20.92,0.1558,True,0.7591,1,0.0753,1.0,False
13688,Protective Service,33-2021.00,8.02,14.8,0.0347,False,0.3077,3,0.8781,0.7057,True
13689,Technology/Computer,43-3031.00,14.67,53.31,0.2392,False,0.4794,1,0.6111,0.9485,False
13690,Office Support,19-3039.02,81.69,20.2,0.9666,True,0.0179,3,0.6144,0.0,True
13691,Office Support,47-2161.00,84.36,17.99,0.725,True,0.2469,1,0.7159,0.5781,True
13692,Technology/Computer,13-2011.00,18.41,44.36,0.0729,True,0.6815,2,0.8519,0.9847,False
13693,Technology/Computer,39-9031.00,25.68,49.32,0.1122,True,0.3351,1,0.7508,0.598,True
13694,Production,51-4035.00,40.06,18.91,0.2716,False,0.5886,2,0.6032,0.1093,False
13695,Life/Physical Science,19-1021.00,27.29,31.64,0.3056,False,0.6945,2,1.0,0.4854,False
13696,Production,47-5044.00,25.49,21.55,0.2898,False,0.4103,5,0.5382,0.7014,False
13697,Office Support,45-2021.00,62.94,8.13,0.5409,False,0.5814,4,0.3154,0.5686,False
13698,Life/Physical Science,15-2099.00,5.35,23.7,0.0667,False,0.4421,2,0.2089,0.0,False
13699,Office Support,43-5021.00,66.01,18.48,0.4346,True,0.5903,1,0.4941,0.5464,False
13700,Production,51-7042.00,12.67,6.56,0.2293,False,0.2237,4,0.6973,0.2093,False
13701,Healthcare Practitioners,31-9094.00,18.14,19.23,0.096,True,0.3406,2,0.6292,0.044,False
13702,Management,11-3012.00,2.63,20.38,0.1934,True,0.9757,2,0.8307,0.4337,False
13703,Office Support,47-2161.00,72.61,18.64,0.7551,False,0.4621,1,0.8063,0.4953,True
13704,Life/Physical Science,19-3099.00,9.48,16.21,0.1255,False,0.6888,4,0.1156,0.5682,False
13705,Office Support,29-1216.00,69.66,17.68,0.6515,True,0.5941,2,0.7838,0.002,False
13706,Office Support,49-3092.00,64.07,15.79,0.5649,True,0.8668,5,0.5342,0.6418,False
13707,Construction,51-7011.00,0.0,24.73,0.0231,False,0.4076,1,0.7026,0.2944,False
13708,Office Support,51-9022.00,72.7,21.36,0.8237,True,0.4892,2,0.8996,0.3175,False
13709,Office Support,19-2043.00,67.96,23.38,0.6907,True,0.5606,4,0.8685,0.7927,False
13710,Office Support,29-2053.00,79.89,20.06,0.6655,True,0.5535,2,0.6577,0.7103,False
13711,Technology/Computer,53-4022.00,28.56,58.77,0.2446,True,0.6263,4,0.6545,0.0685,False
13712,Sales,41-1012.00,0.0,27.24,0.0731,True,0.3359,3,0.7447,0.3924,False
13713,Technology/Computer,15-1221.00,37.53,46.76,0.5297,True,0.3341,2,0.8055,0.5768,True
13714,Arts & Design,27-1021.00,18.06,41.31,0.2211,False,0.7073,5,0.6186,0.0385,True
13715,Healthcare Practitioners,15-1211.01,10.05,14.98,0.0681,False,0.1603,1,0.8435,1.0,False
13716,Office Support,49-9098.00,94.56,26.96,0.918,False,0.6394,3,0.6982,0.158,True
13717,Office Support,51-9195.03,86.99,16.53,0.7303,True,0.6086,3,0.9241,0.3378,True
13718,Production,51-4022.00,18.27,18.63,0.2575,False,0.6242,3,0.6275,0.2001,False
13719,Office Support,53-6051.07,56.59,29.54,0.5952,True,0.3245,2,0.4746,0.7536,True
13720,Management,11-9199.09,16.58,23.36,0.029,False,0.1862,2,0.9897,0.3385,True
13721,Management,11-9199.01,31.45,25.22,0.0911,True,0.5998,3,0.8288,0.3278,True
13722,Food Service,35-3041.00,0.0,7.67,0.1533,False,0.2781,1,0.6124,0.1159,False
13723,Management,15-1299.09,25.3,31.93,0.0951,True,0.0468,5,0.9723,0.7653,True
13724,Production,51-9011.00,35.97,30.53,0.3729,False,0.802,4,0.6172,0.7479,False
13725,Technology/Computer,13-2099.01,35.93,28.2,0.3581,True,0.479,1,0.5904,0.3022,True
13726,Technology/Computer,25-1021.00,28.51,41.66,0.3275,True,0.6857,3,0.6233,0.6843,False
13727,Life/Physical Science,19-1023.00,16.61,33.92,0.0053,False,0.4226,3,0.7186,0.1818,False
13728,Office Support,25-3041.00,77.93,15.13,0.7267,True,0.2524,3,0.5591,0.3423,True
13729,Protective Service,33-1099.00,3.45,17.51,0.1232,False,0.7314,3,0.0878,0.3817,False
13730,Management,11-3071.00,25.41,26.76,0.1784,False,0.786,1,1.0,0.7297,False
13731,Production,51-4035.00,4.33,25.27,0.0976,False,0.6434,3,0.6972,0.9425,False
13732,Construction,47-2061.00,4.15,10.83,0.0,False,0.6206,2,0.6544,0.8004,False
13733,Office Support,49-9091.00,74.04,4.86,0.8658,True,0.0,1,0.4389,0.237,True
13734,Business & Financial,13-2031.00,43.18,35.56,0.4378,True,0.4337,3,0.7415,0.7898,True
13735,Office Support,47-2043.00,80.86,17.25,0.8194,True,0.5086,2,0.6106,0.5664,True
13736,Office Support,49-9099.00,80.9,5.73,0.9518,False,0.5772,2,0.9115,0.4477,True
13737,Office Support,27-4011.00,79.06,23.57,0.6554,True,0.4348,2,0.793,1.0,True
13738,Office Support,51-6021.00,72.5,22.34,0.5896,True,0.5692,3,0.8793,0.5398,True
13739,Healthcare Practitioners,29-1129.02,28.2,16.09,0.2774,False,0.0952,3,0.8109,0.5653,False
13740,Office Support,45-3031.00,60.15,8.2,0.6796,True,0.1904,2,0.5688,0.7062,False
13741,Food Service,35-2019.00,0.0,19.44,0.0,False,0.6418,3,0.0,0.6284,False
13742,Office Support,11-9031.00,70.62,6.81,0.4633,True,0.6405,2,0.7596,0.8205,True
13743,Healthcare Practitioners,31-9093.00,11.37,26.9,0.0876,False,0.2726,3,0.6996,0.5255,False
13744,Education,25-1122.00,3.41,13.34,0.2942,False,0.8319,3,0.8491,0.683,False
13745,Technology/Computer,15-1241.00,27.33,55.6,0.2728,True,0.389,3,0.827,0.3954,False
13746,Life/Physical Science,19-2031.00,11.02,23.73,0.1641,False,0.4872,1,0.8664,0.8398,False
13747,Office Support,51-5113.00,75.61,18.92,0.8283,True,0.4345,1,0.6243,0.5906,True
13748,Office Support,51-9195.05,76.59,22.36,0.8475,True,0.5339,2,0.4006,0.9538,True
13749,Office Support,49-9063.00,92.81,17.17,0.9559,True,0.0269,2,0.6089,0.7519,True
13750,Architecture & Engineering,17-2199.05,16.46,23.09,0.1352,True,0.2419,2,0.836,0.4322,False
13751,Technology/Computer,21-1094.00,34.33,32.44,0.3867,True,0.6381,1,0.9375,0.8254,False
13752,Architecture & Engineering,17-3025.00,14.11,15.34,0.1885,True,0.4872,4,0.8128,0.2974,False
13753,Healthcare Practitioners,31-2021.00,4.81,34.03,0.1032,True,0.3809,2,0.7744,0.5493,False
13754,Protective Service,33-9091.00,5.21,0.0,0.0472,False,0.3308,2,0.5025,1.0,False
13755,Food Service,35-2019.00,0.0,6.56,0.0,False,0.3287,2,0.0666,0.3337,False
13756,Office Support,53-7121.00,64.52,20.74,0.7205,True,0.3352,3,0.7119,0.8335,True
13757,Office Support,13-2072.00,84.79,24.49,0.8035,True,0.1356,1,0.7393,0.353,True
13758,Office Support,17-3029.08,60.53,10.7,0.5498,True,0.084,1,0.8144,0.3297,True
13759,Office Support,47-2022.00,72.01,18.76,0.7783,True,0.2684,1,0.5768,0.4563,True
13760,Office Support,21-1093.00,67.08,25.96,0.4858,True,0.196,5,0.6482,0.7118,True
13761,Construction,47-2031.00,15.72,0.0,0.0728,False,0.7482,3,0.7115,1.0,False
13762,Healthcare Practitioners,19-4042.00,20.52,19.42,0.1737,False,0.4767,5,0.9631,0.5157,False
13763,Production,51-4034.00,27.28,26.57,0.3024,False,0.6974,1,0.9339,0.1574,True
13764,Technology/Computer,15-1299.00,19.88,50.55,0.1453,True,0.0941,1,0.2995,0.1551,False
13765,Healthcare Practitioners,21-1022.00,0.0,36.18,0.0219,True,0.6796,3,0.7942,1.0,False
13766,Office Support,53-3033.00,73.09,20.31,0.8314,True,0.938,1,0.6849,0.873,False
13767,Office Support,53-6051.00,85.25,7.32,0.845,True,0.1374,3,0.7555,0.5189,True
13768,Office Support,39-1013.00,63.58,21.5,0.5333,True,0.3312,3,0.7542,0.7829,True
13769,Education,25-2011.00,8.13,35.5,0.0,False,0.7631,3,0.6841,0.0,False
13770,Production,51-9196.00,19.39,10.73,0.0701,False,0.4004,2,0.6701,0.5856,False
13771,Production,51-9193.00,12.5,20.77,0.3753,True,0.2597,2,0.725,0.3563,False
13772,Office Support,19-4071.00,58.99,17.68,0.6139,False,0.5177,2,0.7889,0.7453,False
13773,Life/Physical Science,19-1021.00,25.9,27.3,0.3684,True,0.2797,3,0.8284,0.4649,False
13774,Production,51-4033.00,15.1,7.81,0.0452,False,0.173,2,0.5566,0.8737,False
13775,Production,27-4031.00,32.09,20.5,0.1824,False,0.3506,1,0.7423,0.26,False
13776,Architecture & Engineering,17-2051.01,14.76,31.95,0.2072,True,0.3879,3,0.7104,0.3318,False
13777,Management,13-1011.00,0.0,22.16,0.0038,True,0.4823,2,0.627,0.193,False
13778,Office Support,47-2041.00,79.71,8.86,0.8351,True,0.3895,2,0.6014,0.5421,True
13779,Architecture & Engineering,17-2041.00,0.0,33.93,0.0697,False,0.7568,3,0.6501,0.4891,False
13780,Technology/Computer,21-1099.00,36.54,45.15,0.4481,True,0.3804,5,0.3861,0.1486,False
13781,Healthcare Practitioners,29-1123.00,9.31,28.02,0.0,False,0.7233,2,0.7929,0.9839,False
13782,Office Support,17-1022.01,70.91,25.78,0.7583,False,0.6127,2,0.7358,0.9056,False
13783,Office Support,51-6041.00,66.43,20.62,0.5448,True,1.0,2,0.6333,0.6012,False
13784,Arts & Design,27-1019.00,13.8,32.65,0.0913,False,0.8467,1,0.0586,0.6268,False
13785,Technology/Computer,35-2012.00,9.41,32.74,0.0819,True,0.3224,4,0.5766,0.0,False
13786,Office Support,47-2211.00,85.63,28.37,1.0,True,0.4535,2,0.9357,0.1065,True
13787,Technology/Computer,15-1299.00,29.53,46.32,0.2755,True,0.5035,2,0.2265,0.2796,False
13788,Office Support,39-5092.00,65.45,9.36,0.7131,False,0.5733,1,0.3257,0.4869,True
13789,Office Support,29-9099.01,72.12,7.08,0.6505,True,0.2711,2,0.9164,0.6478,True
13790,Office Support,49-9081.00,58.89,20.77,0.5628,True,0.5691,2,0.8354,0.2294,False
13791,Office Support,25-3041.00,85.95,14.8,0.7447,True,0.3695,3,0.6698,0.7652,True
13792,Office Support,13-1131.00,75.51,19.22,0.7968,True,0.4763,2,0.5054,0.3788,True
13793,Technology/Computer,43-2011.00,10.11,62.75,0.0397,True,0.6919,1,0.4974,0.5032,False
13794,Office Support,15-1254.00,64.21,15.89,0.5038,False,0.4291,5,0.8089,0.5655,False
13795,Office Support,27-2031.00,81.77,13.37,0.7612,True,0.3018,3,0.5679,0.7247,True
13796,Architecture & Engineering,53-5031.00,22.14,31.18,0.0762,True,0.2367,3,0.7681,0.871,True
13797,Architecture & Engineering,53-4011.00,1.61,25.78,0.0,True,0.7256,5,0.7476,0.5184,False
13798,Food Service,35-2011.00,0.0,0.0,0.0,False,0.3297,3,0.534,0.2397,False
13799,Office Support,19-3099.01,66.38,20.38,0.611,True,0.1543,3,0.6741,0.7202,True
13800,Education,25-1121.00,15.24,18.66,0.0638,False,0.2298,2,0.881,0.1148,False
13801,Construction,47-3013.00,0.59,17.46,0.0,False,0.4216,2,1.0,0.6976,False
13802,Business & Financial,13-1111.00,27.4,30.93,0.3012,True,0.0298,5,0.8175,0.4059,True
13803,Education,25-1069.00,39.26,32.35,0.4363,False,0.2231,2,0.4148,1.0,True
13804,Office Support,43-9022.00,83.09,30.68,0.8779,True,0.549,1,0.5753,0.5011,True
13805,Technology/Computer,23-1022.00,26.62,55.62,0.2484,True,0.5927,1,0.6582,0.0644,False
13806,Management,11-9199.02,18.76,22.87,0.0,False,0.127,3,0.8986,1.0,False
13807,Construction,47-4099.00,0.0,0.0,0.0,False,0.6488,2,0.0,0.4409,False
13808,Production,51-2099.00,5.94,8.26,0.0648,True,0.444,4,0.0569,0.5115,False
13809,Office Support,51-9199.00,94.37,16.41,0.9456,True,0.0607,3,0.7728,0.4124,True
13810,Office Support,39-9011.00,72.16,17.07,0.7861,True,0.5782,1,0.604,0.6132,True
13811,Office Support,53-7121.00,75.33,28.04,0.7762,True,0.4231,5,0.7837,0.3814,True
13812,Healthcare Practitioners,29-1122.00,24.13,11.67,0.1412,False,0.2845,3,0.7841,0.4962,False
13813,Technology/Computer,13-2041.00,29.56,56.9,0.2835,True,0.9937,1,0.6758,0.4911,False
13814,Business & Financial,19-2041.01,31.44,44.11,0.367,True,0.6602,4,0.9473,0.5118,True
13815,Office Support,51-9195.05,98.9,21.53,0.9878,True,0.3035,3,0.7391,0.8593,True
13816,Office Support,19-3093.00,81.63,19.9,0.9149,False,0.2476,5,0.6431,0.4766,True
13817,Technology/Computer,39-9031.00,40.65,54.89,0.4298,True,0.4104,5,0.6486,0.5791,True
13818,Office Support,19-4044.00,67.38,22.69,0.71,True,0.5342,3,0.7863,0.6236,True
13819,Office Support,49-9096.00,89.15,25.33,0.821,False,0.297,1,0.7322,0.6181,False
13820,Office Support,29-1127.00,61.48,15.75,0.5471,True,0.6467,2,0.6389,0.5437,True
13821,Office Support,55-3011.00,83.55,19.5,0.7214,True,0.1829,3,0.8464,0.9645,True
13822,Management,27-2041.00,12.75,30.48,0.3131,True,0.2042,2,0.683,0.9742,False
13823,Office Support,53-6021.00,85.54,15.27,0.7935,True,0.8363,3,0.3748,0.0733,True
13824,Office Support,29-1217.00,84.21,22.15,0.9192,True,0.6665,4,0.8416,0.3729,True
13825,Protective Service,33-3021.02,4.82,25.83,0.0095,False,0.382,2,0.839,0.3018,False
13826,Technology/Computer,27-3041.00,32.07,33.42,0.1907,True,0.2892,1,0.5556,0.7403,True
13827,Office Support,13-2023.00,71.86,16.47,0.8621,True,0.4659,3,0.7855,0.4634,True
13828,Office Support,13-1131.00,59.83,16.41,0.5428,True,0.0,3,0.8718,0.8364,True
13829,Office Support,29-1221.00,67.46,17.51,0.6907,True,0.6147,3,0.8385,0.6738,True
13830,Office Support,43-3051.00,69.52,22.49,0.7929,True,0.0597,4,0.4365,0.822,True
13831,Construction,47-3013.00,0.0,19.81,0.0616,False,0.6006,3,0.8805,0.7497,False
13832,Production,47-5012.00,14.56,19.67,0.1723,False,0.1123,3,0.9124,0.2494,False
13833,Office Support,17-3024.01,81.95,10.67,0.9101,False,0.7303,2,0.9695,0.7157,True
13834,Office Support,29-9099.01,62.69,11.66,0.6467,True,0.4756,1,0.9478,0.5677,True
13835,Production,51-9191.00,21.61,28.47,0.3357,False,0.399,2,0.4658,0.0654,False
13836,Education,25-1071.00,6.53,8.54,0.0956,True,0.8793,2,0.835,0.7695,False
13837,Technology/Computer,27-1027.00,25.22,54.69,0.2754,True,0.0857,2,0.7457,0.9104,False
13838,Production,51-4031.00,17.07,16.75,0.1951,False,0.0592,3,0.4824,0.2869,False
13839,Management,43-6014.00,14.17,30.66,0.1497,True,0.8224,1,0.7049,0.7229,False
13840,Office Support,47-2053.00,69.02,16.55,0.7114,False,0.3393,1,0.6602,0.6389,False
13841,Education,25-2059.00,17.93,24.56,0.2066,True,0.3023,1,0.0962,0.696,False
13842,Office Support,49-9092.00,69.83,25.73,0.794,False,0.4753,3,0.7963,0.0571,False
13843,Life/Physical Science,19-1012.00,8.44,43.7,0.2855,False,0.5921,3,0.7882,0.0473,False
13844,Sales,53-3031.00,35.51,28.78,0.4334,False,1.0,3,0.6223,0.3307,False
13845,Technology/Computer,55-1019.00,28.02,52.67,0.1462,True,0.3281,3,0.3991,0.557,True
13846,Technology/Computer,33-1091.00,35.89,52.56,0.4365,True,0.4274,1,0.6496,0.6349,False
13847,Office Support,51-4121.00,81.28,20.45,0.5731,True,1.0,3,0.5042,0.2985,True
13848,Office Support,49-9081.00,65.22,25.02,0.6503,True,0.6523,2,0.8513,0.2713,True
13849,Life/Physical Science,19-2099.00,25.04,27.49,0.2029,False,0.2532,2,0.327,0.697,False
13850,Production,51-4023.00,3.26,13.44,0.0,False,0.4198,4,0.8785,0.0227,False
13851,Arts & Design,35-9011.00,14.14,37.33,0.1306,False,0.5409,5,0.6125,0.7077,True
13852,Food Service,35-1011.00,0.0,3.07,0.0,False,0.0488,2,0.6738,0.7142,False
13853,Architecture & Engineering,47-2073.00,13.84,20.74,0.0646,True,0.9279,3,0.9218,0.2645,False
13854,Office Support,31-9091.00,76.18,9.22,0.5757,True,0.0,3,0.7422,0.9067,True
13855,Office Support,21-1093.00,66.71,21.58,0.5533,True,0.3954,2,0.7125,0.4451,True
13856,Technology/Computer,55-3019.00,20.71,51.54,0.2683,False,0.158,2,0.1548,0.394,False
13857,Education,25-1051.00,32.31,20.16,0.2106,True,0.6268,1,0.7008,0.3991,True
13858,Healthcare Practitioners,29-1123.00,19.65,13.45,0.1715,True,0.7707,4,0.8497,0.8446,True
13859,Technology/Computer,23-1022.00,26.92,59.74,0.2886,True,0.494,4,0.7891,0.3742,True
13860,Office Support,47-5043.00,76.24,4.64,0.7716,True,0.0,3,0.6379,0.6825,True
13861,Sales,53-3031.00,11.8,39.15,0.1098,False,0.7547,5,0.7875,0.0,False
13862,Office Support,51-8099.01,78.28,12.54,0.8431,False,0.5281,3,0.7161,0.8179,False
13863,Office Support,17-3029.08,66.23,8.32,0.8286,True,0.306,3,0.5072,0.7046,True
13864,Architecture & Engineering,17-3027.00,0.0,41.47,0.0128,False,0.6688,3,0.8741,0.3684,False
13865,Office Support,51-8099.01,64.11,12.89,0.6232,True,0.6317,2,0.7665,0.5676,True
13866,Office Support,25-9042.00,78.96,27.56,0.5907,True,0.3241,3,0.6236,0.1171,True
13867,Technology/Computer,15-1252.00,28.04,55.87,0.2496,True,0.1953,2,0.8288,0.7716,False
13868,Office Support,51-4061.00,63.28,31.04,0.6073,True,0.5131,5,0.5136,0.6343,True
13869,Healthcare Practitioners,19-4042.00,26.04,20.64,0.1363,False,0.4531,4,0.7598,0.0,False
